Competition Year,Team,Team Seed,Draw,Relative Draw,Athlete Name,Delivery,Player Position,,In Turn Draws,Percent,Out-Turn Draws,Percent,Total,Total Percent,,In-Turn Hits,Percent,Out-Turn Hits,Percent,Total,Total Perent,,In-Turns,Percent,Out-Turns,Percent,Total,Overall Perent
2018,manitoba,5,11,6,Kyla Grabowski,Right,Third,,0,0%,2,63%,2,63%,,11,89%,7,82%,18,86%,,11,89%,9,78%,20,84%
2018,manitoba,5,11,6,Paige Beaudry,Right,Second,,0,0%,4,88%,4,88%,,8,75%,8,81%,16,78%,,8,75%,12,83%,20,80%
2018,manitoba,5,11,6,Jessica Hancox,Left,Lead,,13,83%,1,25%,14,79%,,1,100%,3,100%,4,100%,,14,84%,4,81%,18,83%
2018,manitoba,5,15,7,Lauren Beaudry,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2018,manitoba,5,15,7,Shae Bevan,Right,Fourth,,7,57%,2,100%,9,67%,,2,50%,4,88%,6,75%,,9,56%,6,92%,15,70%
2018,manitoba,5,15,7,Kyla Grabowski,Right,Third,,6,96%,2,100%,8,97%,,3,67%,4,75%,7,71%,,9,86%,6,83%,15,85%
2018,manitoba,5,15,7,Paige Beaudry,Right,Second,,7,93%,0,0%,7,93%,,6,100%,3,92%,9,97%,,13,96%,3,92%,16,95%
2018,manitoba,5,15,7,Jessica Hancox,Left,Lead,,3,67%,5,55%,8,59%,,2,75%,3,67%,5,70%,,5,70%,8,59%,13,63%
2018,manitoba,5,17,8,Lauren Beaudry,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2018,manitoba,5,17,8,Shae Bevan,Right,Fourth,,4,63%,5,50%,9,56%,,3,67%,4,69%,7,68%,,7,64%,9,58%,16,61%
2018,manitoba,5,17,8,Kyla Grabowski,Right,Third,,3,100%,2,100%,5,100%,,6,79%,5,70%,11,75%,,9,86%,7,79%,16,83%
2018,manitoba,5,17,8,Paige Beaudry,Right,Second,,1,0%,2,63%,3,42%,,5,50%,8,81%,13,69%,,6,42%,10,78%,16,64%
2018,manitoba,5,17,8,Jessica Hancox,Left,Lead,,7,46%,1,100%,8,53%,,3,67%,5,60%,8,63%,,10,53%,6,67%,16,58%
2018,manitoba,5,20,9,Lauren Beaudry,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2018,manitoba,5,20,9,Shae Bevan,Right,Fourth,,10,73%,4,75%,14,73%,,6,63%,0,0%,6,63%,,16,69%,4,75%,20,70%
2018,manitoba,5,20,9,Kyla Grabowski,Right,Third,,8,78%,3,67%,11,75%,,6,71%,3,100%,9,81%,,14,75%,6,83%,20,78%
2018,manitoba,5,20,9,Paige Beaudry,Right,Second,,7,75%,6,100%,13,87%,,4,100%,3,100%,7,100%,,11,84%,9,100%,20,91%
2018,manitoba,5,20,9,Jessica Hancox,Left,Lead,,14,79%,3,67%,17,76%,,2,100%,1,100%,3,100%,,16,81%,4,75%,20,80%
2018,new brunswick,2,2,1,Justine Comeau,Right,Fourth,,1,100%,8,63%,9,67%,,7,75%,3,100%,10,83%,,8,78%,11,73%,19,75%
2018,new brunswick,2,2,1,Emma Le Blanc,Right,Third,,1,75%,4,38%,5,45%,,6,46%,9,83%,15,68%,,7,50%,13,69%,20,63%
2018,new brunswick,2,2,1,Brigitte Comeau,Right,Second,,3,58%,3,8%,6,33%,,7,86%,7,86%,14,86%,,10,78%,10,63%,20,70%
2018,new brunswick,2,2,1,Keira McLaughlin,Right,Lead,,4,56%,8,63%,12,60%,,0,0%,6,75%,6,75%,,4,56%,14,68%,18,65%
2018,new brunswick,2,4,2,Justine Comeau,Right,Fourth,,3,58%,6,58%,9,58%,,5,90%,5,60%,10,75%,,8,78%,11,59%,19,67%
2018,new brunswick,2,4,2,Emma Le Blanc,Right,Third,,3,67%,5,55%,8,59%,,9,81%,3,100%,12,85%,,12,77%,8,72%,20,75%
2018,new brunswick,2,4,2,Brigitte Comeau,Right,Second,,2,75%,4,81%,6,79%,,6,83%,8,75%,14,79%,,8,81%,12,77%,20,79%
2018,new brunswick,2,4,2,Keira McLaughlin,Right,Lead,,5,100%,9,78%,14,86%,,3,67%,3,75%,6,71%,,8,88%,12,77%,20,81%
2018,new brunswick,2,6,3,Justine Comeau,Right,Fourth,,2,75%,0,0%,2,75%,,11,91%,5,55%,16,80%,,13,88%,5,55%,18,79%
2018,new brunswick,2,6,3,Emma Le Blanc,Right,Third,,2,75%,4,94%,6,88%,,5,50%,7,89%,12,73%,,7,57%,11,91%,18,78%
2018,new brunswick,2,6,3,Brigitte Comeau,Right,Second,,1,100%,3,50%,4,63%,,7,86%,7,64%,14,75%,,8,88%,10,60%,18,72%
2018,new brunswick,2,6,3,Keira McLaughlin,Right,Lead,,8,78%,6,96%,14,86%,,2,75%,2,75%,4,75%,,10,78%,8,91%,18,83%
2018,new brunswick,2,8,4,Justine Comeau,Right,Fourth,,5,70%,3,75%,8,72%,,8,44%,2,63%,10,48%,,13,54%,5,70%,18,58%
2018,new brunswick,2,8,4,Emma Le Blanc,Right,Third,,5,85%,3,50%,8,72%,,6,83%,4,50%,10,70%,,11,84%,7,50%,18,71%
2018,new brunswick,2,8,4,Brigitte Comeau,Right,Second,,3,33%,2,75%,5,50%,,6,63%,7,71%,13,67%,,9,53%,9,72%,18,63%
2018,new brunswick,2,8,4,Keira McLaughlin,Right,Lead,,6,63%,10,53%,16,56%,,2,63%,0,0%,2,63%,,8,63%,10,53%,18,57%
2018,new brunswick,2,9,5,Justine Comeau,Right,Fourth,,5,90%,4,88%,9,89%,,4,69%,3,67%,7,68%,,9,81%,7,79%,16,80%
2018,new brunswick,2,9,5,Emma Le Blanc,Right,Third,,5,80%,6,92%,11,86%,,4,100%,1,0%,5,80%,,9,89%,7,79%,16,84%
2018,new brunswick,2,9,5,Brigitte Comeau,Right,Second,,8,72%,3,100%,11,80%,,4,50%,1,100%,5,60%,,12,65%,4,100%,16,73%
2018,new brunswick,2,9,5,Keira McLaughlin,Right,Lead,,7,93%,8,84%,15,88%,,1,100%,0,0%,1,100%,,8,94%,8,84%,16,89%
2018,new brunswick,2,10,6,Justine Comeau,Right,Fourth,,2,25%,5,65%,7,54%,,1,50%,8,88%,9,83%,,3,33%,13,79%,16,70%
2018,new brunswick,2,10,6,Emma Le Blanc,Right,Third,,2,63%,5,80%,7,75%,,4,81%,5,80%,9,81%,,6,75%,10,80%,16,78%
2018,new brunswick,2,10,6,Brigitte Comeau,Right,Second,,1,100%,3,42%,4,56%,,6,96%,6,79%,12,88%,,7,96%,9,67%,16,80%
2018,new brunswick,2,10,6,Keira McLaughlin,Right,Lead,,5,80%,8,75%,13,77%,,1,100%,2,63%,3,75%,,6,83%,10,73%,16,77%
2018,new brunswick,2,14,7,Justine Comeau,Right,Fourth,,6,79%,5,85%,11,82%,,3,92%,4,81%,7,86%,,9,83%,9,83%,18,83%
2018,new brunswick,2,14,7,Emma Le Blanc,Right,Third,,4,88%,4,88%,8,88%,,3,92%,9,92%,12,92%,,7,89%,13,90%,20,90%
2018,new brunswick,2,14,7,Brigitte Comeau,Right,Second,,9,81%,4,69%,13,77%,,5,80%,2,88%,7,82%,,14,80%,6,75%,20,79%
2018,new brunswick,2,14,7,Keira McLaughlin,Right,Lead,,11,77%,7,79%,18,78%,,1,75%,1,75%,2,75%,,12,77%,8,78%,20,78%
2018,new brunswick,2,16,8,Justine Comeau,Right,Fourth,,9,72%,4,69%,13,71%,,4,81%,1,100%,5,85%,,13,75%,5,75%,18,75%
2018,new brunswick,2,16,8,Emma Le Blanc,Right,Third,,3,42%,5,75%,8,63%,,1,50%,9,72%,10,70%,,4,44%,14,73%,18,67%
2018,new brunswick,2,16,8,Brigitte Comeau,Right,Second,,3,83%,3,58%,6,71%,,6,42%,6,71%,12,56%,,9,56%,9,67%,18,61%
2018,new brunswick,2,16,8,Keira McLaughlin,Right,Lead,,10,83%,3,67%,13,79%,,2,75%,1,100%,3,83%,,12,81%,4,75%,16,80%
2018,new brunswick,2,17,9,Justine Comeau,Right,Fourth,,5,55%,1,100%,6,63%,,4,88%,6,83%,10,85%,,9,69%,7,86%,16,77%
2018,new brunswick,2,17,9,Emma Le Blanc,Right,Third,,2,75%,2,100%,4,88%,,6,42%,6,88%,12,65%,,8,50%,8,91%,16,70%
2018,new brunswick,2,17,9,Brigitte Comeau,Right,Second,,5,85%,1,100%,6,88%,,5,75%,5,100%,10,88%,,10,80%,6,100%,16,88%
2018,new brunswick,2,17,9,Keira McLaughlin,Right,Lead,,6,75%,3,100%,9,83%,,6,83%,1,100%,7,86%,,12,79%,4,100%,16,84%
2018,new brunswick,2,19,10,Justine Comeau,Right,Fourth,,6,71%,3,92%,9,78%,,5,75%,4,44%,9,61%,,11,73%,7,64%,18,69%
2018,new brunswick,2,19,10,Emma Le Blanc,Right,Third,,4,44%,1,100%,5,55%,,6,92%,7,71%,13,81%,,10,73%,8,75%,18,74%
2018,new brunswick,2,19,10,Brigitte Comeau,Right,Second,,1,100%,0,0%,1,100%,,8,75%,9,89%,17,82%,,9,78%,9,89%,18,83%
2018,new brunswick,2,19,10,Keira McLaughlin,Right,Lead,,8,94%,5,80%,13,88%,,2,75%,3,67%,5,70%,,10,90%,8,75%,18,83%
2018,new brunswick,2,21,11,Justine Comeau,Right,Fourth,,3,58%,3,33%,6,46%,,4,63%,6,75%,10,70%,,7,61%,9,61%,16,61%
2018,new brunswick,2,21,11,Emma Le Blanc,Right,Third,,5,75%,3,92%,8,81%,,2,75%,6,79%,8,78%,,7,75%,9,83%,16,80%
2018,new brunswick,2,21,11,Brigitte Comeau,Right,Second,,4,88%,4,69%,8,78%,,3,50%,5,80%,8,69%,,7,71%,9,75%,16,73%
2018,new brunswick,2,21,11,Keira McLaughlin,Right,Lead,,7,57%,5,100%,12,75%,,2,75%,2,100%,4,88%,,9,61%,7,100%,16,78%
2018,newfoundland and labrador,1,2,1,Mackenzie Glynn,Right,Fourth,,5,80%,1,100%,6,83%,,9,67%,3,50%,12,63%,,14,71%,4,63%,18,69%
2018,newfoundland and labrador,1,2,1,Katie Follett,Right,Third,,5,75%,5,60%,10,68%,,6,75%,3,67%,9,72%,,11,75%,8,63%,19,70%
2018,newfoundland and labrador,1,2,1,Sarah Chaytor,Right,Second,,3,75%,4,50%,7,61%,,7,46%,6,75%,13,60%,,10,55%,10,65%,20,60%
2018,newfoundland and labrador,1,2,1,Camille Burt,Right,Lead,,8,56%,2,25%,10,50%,,3,58%,5,70%,8,66%,,11,57%,7,57%,18,57%
2018,newfoundland and labrador,1,3,2,Mackenzie Glynn,Right,Fourth,,8,50%,2,100%,10,60%,,3,50%,3,33%,6,42%,,11,50%,5,60%,16,53%
2018,newfoundland and labrador,1,3,2,Katie Follett,Right,Third,,7,61%,1,100%,8,66%,,3,92%,5,60%,8,72%,,10,70%,6,67%,16,69%
2018,newfoundland and labrador,1,3,2,Sarah Chaytor,Right,Second,,1,100%,4,81%,5,85%,,3,83%,8,91%,11,89%,,4,88%,12,88%,16,88%
2018,newfoundland and labrador,1,3,2,Camille Burt,Right,Lead,,8,78%,1,0%,9,69%,,2,0%,4,81%,6,54%,,10,63%,5,65%,15,63%
2018,newfoundland and labrador,1,6,3,Mackenzie Glynn,Right,Fourth,,0,0%,6,67%,6,67%,,6,50%,5,50%,11,50%,,6,50%,11,59%,17,56%
2018,newfoundland and labrador,1,6,3,Katie Follett,Right,Third,,2,100%,3,92%,5,95%,,8,81%,5,90%,13,85%,,10,85%,8,91%,18,88%
2018,newfoundland and labrador,1,6,3,Sarah Chaytor,Right,Second,,6,92%,3,100%,9,94%,,4,50%,5,80%,9,67%,,10,75%,8,88%,18,81%
2018,newfoundland and labrador,1,6,3,Camille Burt,Right,Lead,,4,88%,6,71%,10,78%,,5,70%,3,50%,8,63%,,9,78%,9,64%,18,71%
2018,newfoundland and labrador,1,8,4,Mackenzie Glynn,Right,Fourth,,8,78%,4,100%,12,85%,,2,88%,4,63%,6,71%,,10,80%,8,81%,18,81%
2018,newfoundland and labrador,1,8,4,Katie Follett,Right,Third,,5,60%,2,75%,7,64%,,6,79%,5,65%,11,73%,,11,70%,7,68%,18,69%
2018,newfoundland and labrador,1,8,4,Sarah Chaytor,Right,Second,,3,42%,2,75%,5,55%,,6,67%,7,96%,13,83%,,9,58%,9,92%,18,75%
2018,newfoundland and labrador,1,8,4,Camille Burt,Right,Lead,,5,65%,9,83%,14,77%,,2,100%,2,50%,4,75%,,7,75%,11,77%,18,76%
2018,newfoundland and labrador,1,11,5,Mackenzie Glynn,Right,Fourth,,7,75%,2,63%,9,72%,,6,58%,6,63%,12,60%,,13,67%,8,63%,21,65%
2018,newfoundland and labrador,1,11,5,Katie Follett,Right,Third,,6,79%,1,100%,7,82%,,7,43%,8,59%,15,52%,,13,60%,9,64%,22,61%
2018,newfoundland and labrador,1,11,5,Sarah Chaytor,Right,Second,,6,79%,6,71%,12,75%,,5,60%,5,85%,10,73%,,11,70%,11,77%,22,74%
2018,newfoundland and labrador,1,11,5,Camille Burt,Right,Lead,,11,75%,1,0%,12,69%,,3,42%,7,61%,10,55%,,14,68%,8,53%,22,63%
2018,newfoundland and labrador,1,12,6,Mackenzie Glynn,Right,Fourth,,2,100%,6,92%,8,94%,,10,70%,2,100%,12,75%,,12,75%,8,94%,20,83%
2018,newfoundland and labrador,1,12,6,Katie Follett,Right,Third,,3,25%,3,58%,6,42%,,7,68%,7,86%,14,77%,,10,55%,10,78%,20,66%
2018,newfoundland and labrador,1,12,6,Sarah Chaytor,Right,Second,,4,81%,2,100%,6,88%,,4,88%,10,60%,14,68%,,8,84%,12,67%,20,74%
2018,newfoundland and labrador,1,12,6,Camille Burt,Right,Lead,,6,79%,6,83%,12,81%,,2,100%,6,75%,8,81%,,8,84%,12,79%,20,81%
2018,newfoundland and labrador,1,14,7,Mackenzie Glynn,Right,Fourth,,4,44%,6,79%,10,65%,,6,83%,3,92%,9,86%,,10,68%,9,83%,19,75%
2018,newfoundland and labrador,1,14,7,Katie Follett,Right,Third,,3,67%,3,58%,6,63%,,7,89%,7,79%,14,84%,,10,83%,10,73%,20,78%
2018,newfoundland and labrador,1,14,7,Sarah Chaytor,Right,Second,,1,0%,4,75%,5,60%,,7,64%,8,81%,15,73%,,8,56%,12,79%,20,70%
2018,newfoundland and labrador,1,14,7,Camille Burt,Right,Lead,,8,88%,6,67%,14,79%,,4,56%,2,75%,6,63%,,12,77%,8,69%,20,74%
2018,newfoundland and labrador,1,16,8,Mackenzie Glynn,Right,Fourth,,4,0%,5,50%,9,28%,,3,33%,4,69%,7,54%,,7,14%,9,58%,16,39%
2018,newfoundland and labrador,1,16,8,Katie Follett,Right,Third,,3,67%,4,69%,7,68%,,4,50%,5,65%,9,58%,,7,57%,9,67%,16,63%
2018,newfoundland and labrador,1,16,8,Sarah Chaytor,Right,Second,,3,83%,2,25%,5,60%,,6,58%,5,65%,11,61%,,9,67%,7,54%,16,61%
2018,newfoundland and labrador,1,16,8,Camille Burt,Right,Lead,,9,75%,1,100%,10,78%,,3,67%,3,100%,6,83%,,12,73%,4,100%,16,80%
2018,newfoundland and labrador,1,17,9,Mackenzie Glynn,Right,Fourth,,4,31%,2,0%,6,21%,,6,58%,3,50%,9,56%,,10,48%,5,30%,15,42%
2018,newfoundland and labrador,1,17,9,Katie Follett,Right,Third,,4,81%,6,46%,10,60%,,2,75%,3,67%,5,70%,,6,79%,9,53%,15,63%
2018,newfoundland and labrador,1,17,9,Sarah Chaytor,Right,Second,,10,73%,3,50%,13,67%,,1,50%,1,100%,2,75%,,11,70%,4,63%,15,68%
2018,newfoundland and labrador,1,17,9,Camille Burt,Right,Lead,,10,68%,4,63%,14,66%,,0,0%,2,100%,2,100%,,10,68%,6,75%,16,70%
2018,newfoundland and labrador,1,19,10,Mackenzie Glynn,Right,Fourth,,11,70%,1,25%,12,67%,,3,8%,3,83%,6,46%,,14,57%,4,69%,18,60%
2018,newfoundland and labrador,1,19,10,Katie Follett,Right,Third,,9,83%,5,70%,14,79%,,3,92%,1,75%,4,88%,,12,85%,6,71%,18,81%
2018,newfoundland and labrador,1,19,10,Sarah Chaytor,Right,Second,,7,100%,2,50%,9,89%,,5,70%,4,94%,9,81%,,12,88%,6,79%,18,85%
2018,newfoundland and labrador,1,19,10,Camille Burt,Right,Lead,,8,69%,6,83%,14,75%,,2,88%,2,75%,4,81%,,10,73%,8,81%,18,76%
2018,northern ontario,4,1,1,Hailey Beaudry,Right,Fourth,,4,75%,6,63%,10,68%,,4,88%,4,63%,8,75%,,8,81%,10,63%,18,71%
2018,northern ontario,4,1,1,Kendra Lemieux,Right,Third,,7,71%,3,33%,10,60%,,3,50%,5,55%,8,53%,,10,65%,8,47%,18,57%
2018,northern ontario,4,1,1,Emily Cooney,Right,Second,,7,50%,6,54%,13,52%,,1,75%,4,63%,5,65%,,8,53%,10,58%,18,56%
2018,northern ontario,4,1,1,Erin Tomalty,Right,Lead,,9,94%,7,71%,16,84%,,0,0%,2,50%,2,50%,,9,94%,9,67%,18,81%
2018,northern ontario,4,3,2,Hailey Beaudry,Right,Fourth,,6,79%,4,38%,10,63%,,4,81%,6,71%,10,75%,,10,80%,10,58%,20,69%
2018,northern ontario,4,3,2,Kendra Lemieux,Right,Third,,0,0%,6,46%,6,46%,,5,85%,9,94%,14,91%,,5,85%,15,75%,20,78%
2018,northern ontario,4,3,2,Emily Cooney,Right,Second,,7,57%,2,38%,9,53%,,6,83%,5,80%,11,82%,,13,69%,7,68%,20,69%
2018,northern ontario,4,3,2,Erin Tomalty,Right,Lead,,10,75%,7,89%,17,81%,,0,0%,3,100%,3,100%,,10,75%,10,93%,20,84%
2018,northern ontario,4,5,3,Hailey Beaudry,Right,Fourth,,7,79%,5,70%,12,75%,,0,0%,3,92%,3,92%,,7,79%,8,78%,15,78%
2018,northern ontario,4,5,3,Kendra Lemieux,Right,Third,,6,71%,3,67%,9,69%,,3,83%,4,100%,7,93%,,9,75%,7,86%,16,80%
2018,northern ontario,4,5,3,Emily Cooney,Right,Second,,8,59%,3,67%,11,61%,,3,92%,2,88%,5,90%,,11,68%,5,75%,16,70%
2018,northern ontario,4,5,3,Erin Tomalty,Right,Lead,,5,70%,7,57%,12,63%,,2,63%,2,88%,4,75%,,7,68%,9,64%,16,66%
2018,northern ontario,4,8,4,Hailey Beaudry,Right,Fourth,,4,44%,3,67%,7,54%,,7,61%,4,31%,11,50%,,11,55%,7,46%,18,51%
2018,northern ontario,4,8,4,Kendra Lemieux,Right,Third,,9,64%,3,67%,12,65%,,3,58%,3,92%,6,75%,,12,63%,6,79%,18,68%
2018,northern ontario,4,8,4,Emily Cooney,Right,Second,,9,58%,2,63%,11,59%,,1,50%,6,96%,7,89%,,10,58%,8,88%,18,71%
2018,northern ontario,4,8,4,Erin Tomalty,Right,Lead,,8,91%,7,82%,15,87%,,3,83%,0,0%,3,83%,,11,89%,7,82%,18,86%
2018,northern ontario,4,10,5,Hailey Beaudry,Right,Fourth,,0,0%,1,0%,1,0%,,7,75%,11,73%,18,74%,,7,75%,12,67%,19,70%
2018,northern ontario,4,10,5,Kendra Lemieux,Right,Third,,3,50%,6,75%,9,67%,,7,71%,4,81%,11,75%,,10,65%,10,78%,20,71%
2018,northern ontario,4,10,5,Emily Cooney,Right,Second,,4,63%,6,63%,10,63%,,6,75%,4,75%,10,75%,,10,70%,10,68%,20,69%
2018,northern ontario,4,10,5,Erin Tomalty,Right,Lead,,8,75%,10,88%,18,82%,,0,0%,2,100%,2,100%,,8,75%,12,90%,20,84%
2018,northern ontario,4,12,6,Hailey Beaudry,Right,Fourth,,4,75%,3,83%,7,79%,,7,57%,2,88%,9,64%,,11,64%,5,85%,16,70%
2018,northern ontario,4,12,6,Kendra Lemieux,Right,Third,,4,56%,2,50%,6,54%,,4,75%,6,92%,10,85%,,8,66%,8,81%,16,73%
2018,northern ontario,4,12,6,Emily Cooney,Right,Second,,3,58%,1,100%,4,69%,,8,78%,4,94%,12,83%,,11,73%,5,95%,16,80%
2018,northern ontario,4,12,6,Erin Tomalty,Right,Lead,,9,67%,6,96%,15,78%,,1,75%,0,0%,1,75%,,10,68%,6,96%,16,78%
2018,northern ontario,4,15,7,Hailey Beaudry,Right,Fourth,,5,30%,3,50%,8,38%,,4,88%,6,83%,10,85%,,9,56%,9,72%,18,64%
2018,northern ontario,4,15,7,Kendra Lemieux,Right,Third,,3,92%,0,0%,3,92%,,7,86%,8,75%,15,80%,,10,88%,8,75%,18,82%
2018,northern ontario,4,15,7,Emily Cooney,Right,Second,,8,75%,2,50%,10,70%,,6,79%,4,63%,10,73%,,14,77%,6,58%,20,71%
2018,northern ontario,4,15,7,Erin Tomalty,Right,Lead,,6,79%,8,100%,14,91%,,2,100%,4,75%,6,83%,,8,84%,12,92%,20,89%
2018,northern ontario,4,17,8,Hailey Beaudry,Right,Fourth,,2,63%,1,100%,3,75%,,8,81%,5,50%,13,69%,,10,78%,6,58%,16,70%
2018,northern ontario,4,17,8,Kendra Lemieux,Right,Third,,3,58%,2,0%,5,35%,,10,65%,1,50%,11,64%,,13,63%,3,17%,16,55%
2018,northern ontario,4,17,8,Emily Cooney,Right,Second,,8,94%,2,88%,10,93%,,2,100%,4,63%,6,75%,,10,95%,6,71%,16,86%
2018,northern ontario,4,17,8,Erin Tomalty,Right,Lead,,4,100%,7,89%,11,93%,,3,75%,2,75%,5,75%,,7,89%,9,86%,16,88%
2018,northern ontario,4,18,9,Hailey Beaudry,Right,Fourth,,4,44%,1,100%,5,55%,,10,100%,5,90%,15,97%,,14,84%,6,92%,20,86%
2018,northern ontario,4,18,9,Kendra Lemieux,Right,Third,,5,70%,3,25%,8,53%,,11,86%,1,100%,12,88%,,16,81%,4,44%,20,74%
2018,northern ontario,4,18,9,Emily Cooney,Right,Second,,4,38%,1,50%,5,40%,,7,75%,8,69%,15,72%,,11,61%,9,67%,20,64%
2018,northern ontario,4,18,9,Erin Tomalty,Right,Lead,,5,90%,7,93%,12,92%,,6,67%,2,75%,8,69%,,11,77%,9,89%,20,83%
2018,northern ontario,4,19,10,Hailey Beaudry,Right,Fourth,,7,79%,0,0%,7,79%,,7,75%,6,75%,13,75%,,14,77%,6,75%,20,76%
2018,northern ontario,4,19,10,Kendra Lemieux,Right,Third,,3,67%,2,100%,5,80%,,13,71%,2,13%,15,63%,,16,70%,4,56%,20,68%
2018,northern ontario,4,19,10,Emily Cooney,Right,Second,,5,70%,4,44%,9,58%,,4,56%,7,71%,11,66%,,9,64%,11,61%,20,63%
2018,northern ontario,4,19,10,Erin Tomalty,Right,Lead,,7,82%,10,75%,17,78%,,0,0%,3,92%,3,92%,,7,82%,13,79%,20,80%
2018,northwest territories,7,2,1,Tyanna Bain,Right,Fourth,,8,66%,3,33%,11,57%,,5,65%,2,25%,7,54%,,13,65%,5,30%,18,56%
2018,northwest territories,7,2,1,Pearl Gillis,Left,Third,,11,39%,2,100%,13,48%,,4,100%,3,75%,7,89%,,15,55%,5,85%,20,63%
2018,northwest territories,7,2,1,Mataya Gillis,Right,Second,,8,69%,1,25%,9,64%,,8,28%,1,0%,9,25%,,16,48%,2,13%,18,44%
2018,northwest territories,7,2,1,Halli-Rai Delorey,,Lead,,4,38%,7,36%,11,36%,,4,13%,5,70%,9,44%,,8,25%,12,50%,20,40%
2018,northwest territories,7,4,2,Tyanna Bain,Right,Fourth,,8,53%,3,25%,11,45%,,1,0%,4,75%,5,60%,,9,47%,7,54%,16,50%
2018,northwest territories,7,4,2,Pearl Gillis,Left,Third,,2,50%,6,58%,8,56%,,4,63%,4,31%,8,47%,,6,58%,10,48%,16,52%
2018,northwest territories,7,4,2,Mataya Gillis,Right,Second,,3,33%,4,69%,7,54%,,3,75%,6,54%,9,61%,,6,54%,10,60%,16,58%
2018,northwest territories,7,4,2,Halli-Rai Delorey,,Lead,,6,46%,5,35%,11,41%,,3,50%,2,50%,5,50%,,9,47%,7,39%,16,44%
2018,northwest territories,7,5,3,Tyanna Bain,Right,Fourth,,6,25%,0,0%,6,25%,,4,50%,6,54%,10,53%,,10,35%,6,54%,16,42%
2018,northwest territories,7,5,3,Pearl Gillis,Left,Third,,2,25%,4,25%,6,25%,,7,43%,3,67%,10,50%,,9,39%,7,43%,16,41%
2018,northwest territories,7,5,3,Mataya Gillis,Right,Second,,7,39%,2,100%,9,53%,,1,50%,6,54%,7,54%,,8,41%,8,66%,16,53%
2018,northwest territories,7,5,3,Halli-Rai Delorey,,Lead,,7,75%,4,44%,11,64%,,4,0%,1,0%,5,0%,,11,48%,5,35%,16,44%
2018,northwest territories,7,7,4,Tyanna Bain,Right,Fourth,,8,44%,3,0%,11,32%,,4,56%,0,0%,4,56%,,12,48%,3,0%,15,38%
2018,northwest territories,7,7,4,Pearl Gillis,Left,Third,,2,100%,2,88%,4,94%,,7,50%,5,65%,12,56%,,9,61%,7,71%,16,66%
2018,northwest territories,7,7,4,Mataya Gillis,Right,Second,,3,17%,2,63%,5,35%,,6,63%,5,35%,11,50%,,9,47%,7,43%,16,45%
2018,northwest territories,7,7,4,Halli-Rai Delorey,,Lead,,1,100%,9,53%,10,58%,,1,0%,5,0%,6,0%,,2,50%,14,34%,16,36%
2018,northwest territories,7,10,5,Tyanna Bain,Right,Fourth,,6,29%,4,44%,10,35%,,2,25%,4,25%,6,25%,,8,28%,8,34%,16,31%
2018,northwest territories,7,10,5,Pearl Gillis,Left,Third,,5,75%,6,67%,11,70%,,3,92%,2,75%,5,85%,,8,81%,8,69%,16,75%
2018,northwest territories,7,10,5,Mataya Gillis,Right,Second,,10,65%,3,33%,13,58%,,1,50%,2,63%,3,58%,,11,64%,5,45%,16,58%
2018,northwest territories,7,10,5,Halli-Rai Delorey,,Lead,,13,48%,1,0%,14,45%,,1,0%,1,0%,2,0%,,14,45%,2,0%,16,39%
2018,northwest territories,7,11,6,Tyanna Bain,Right,Fourth,,2,50%,6,50%,8,50%,,7,54%,3,58%,10,55%,,9,53%,9,53%,18,53%
2018,northwest territories,7,11,6,Pearl Gillis,Left,Third,,11,41%,4,50%,15,43%,,1,75%,2,100%,3,92%,,12,44%,6,67%,18,51%
2018,northwest territories,7,11,6,Mataya Gillis,Right,Second,,6,54%,4,19%,10,40%,,5,80%,3,92%,8,84%,,11,66%,7,50%,18,60%
2018,northwest territories,7,11,6,Halli-Rai Delorey,,Lead,,11,43%,5,75%,16,53%,,1,100%,1,0%,2,50%,,12,48%,6,63%,18,53%
2018,northwest territories,7,14,7,Tyanna Bain,Right,Fourth,,9,61%,0,0%,9,61%,,5,75%,4,75%,9,75%,,14,66%,4,75%,18,68%
2018,northwest territories,7,14,7,Pearl Gillis,Left,Third,,2,38%,2,88%,4,63%,,13,46%,3,67%,16,50%,,15,45%,5,75%,20,53%
2018,northwest territories,7,14,7,Mataya Gillis,Right,Second,,4,63%,5,60%,9,61%,,4,38%,7,86%,11,68%,,8,50%,12,75%,20,65%
2018,northwest territories,7,14,7,Halli-Rai Delorey,,Lead,,13,56%,1,100%,14,59%,,4,25%,2,0%,6,17%,,17,49%,3,33%,20,46%
2018,northwest territories,7,15,8,Tyanna Bain,Right,Fourth,,8,13%,1,25%,9,14%,,4,31%,3,75%,7,50%,,12,19%,4,63%,16,30%
2018,northwest territories,7,15,8,Pearl Gillis,Left,Third,,1,100%,8,44%,9,50%,,3,75%,4,56%,7,64%,,4,81%,12,48%,16,56%
2018,northwest territories,7,15,8,Mataya Gillis,Right,Second,,7,61%,4,56%,11,59%,,2,25%,3,83%,5,60%,,9,53%,7,68%,16,59%
